Subject,Subset,Trial,Assistance,Training,ergodicity,error,successtime,tts
5,12,5,1,0,0.25602200000000003,0.48544700000000002,6.3833330000000004,9.3916660000000007
6,1,1,0,0,1.5106360000000001,0.91246799999999995,0.0,30.008333
6,7,1,1,0,1.3110599999999999,0.85291700000000004,0.0,30.008333
6,1,2,0,0,0.75586699999999996,0.66899500000000001,0.066667000000000004,22.274999999999999
6,7,2,1,0,0.69761200000000001,0.653783,0.0,30.008333
6,1,3,0,0,0.95318599999999998,0.70999400000000001,0.216667,14.491667
6,7,3,1,0,0.98153000000000001,0.75962799999999997,0.0,30.008333
6,1,4,0,0,1.347831,0.84545300000000001,0.0,30.008333
6,7,4,1,0,0.49499399999999999,0.58475900000000003,2.6666669999999999,13.808332999999999
6,1,5,0,0,0.61589700000000003,0.598804,0.0,30.008333
6,7,5,1,0,0.69619299999999995,0.62567300000000003,0.0,30.008333
6,2,1,0,0,0.77817000000000003,0.66258399999999995,0.0,30.008333
6,8,1,1,0,0.69320300000000001,0.64948600000000001,1.3500000000000001,26.258333
6,2,2,0,0,0.75043099999999996,0.64953000000000005,0.0,30.008333
6,8,2,1,0,0.89343499999999998,0.74005699999999996,0.0,30.008333
6,2,3,0,0,0.68234499999999998,0.62000299999999997,0.0,30.008333
6,8,3,1,0,0.84830300000000003,0.713063,0.0,30.008333
6,2,4,0,0,0.89553199999999999,0.69336799999999998,0.0,30.008333
6,8,4,1,0,0.76513799999999998,0.689392,0.84999999999999998,23.258333
6,2,5,0,0,0.63723200000000002,0.60144200000000003,0.5,5.891667
6,8,5,1,0,0.80351799999999995,0.71136699999999997,1.3833329999999999,23.608333999999999
6,3,1,0,0,0.69256499999999999,0.61703799999999998,0.0,30.008333
6,9,1,1,0,0.84145000000000003,0.73083500000000001,0.0,30.008333
6,3,2,0,0,1.099032,0.751305,0.0,30.008333
6,9,2,1,0,0.973136,0.74061100000000002,0.0,30.008333
6,3,3,0,0,0.75872799999999996,0.64293,0.0,30.008333
6,9,3,1,0,0.73733000000000004,0.68694200000000005,0.066667000000000004,24.158332999999999
6,3,4,0,0,0.74804300000000001,0.63257799999999997,0.0,30.008333
6,9,4,1,0,1.092889,0.78483999999999998,0.0,30.008333
6,3,5,0,0,0.63121899999999997,0.58970400000000001,0.183333,13.991667
6,9,5,1,0,0.78221700000000005,0.670404,0.033333000000000002,25.191668
6,4,1,0,0,0.75822100000000003,0.64346499999999995,0.41666700000000001,6.0250000000000004
6,10,1,1,0,0.93433600000000006,0.73130300000000004,0.29999999999999999,28.608333999999999
6,4,2,0,0,0.81732400000000005,0.67324399999999995,0.69999999999999996,13.225
6,10,2,1,0,1.4329270000000001,0.87002699999999999,0.0,30.008333
6,4,3,0,0,0.80766499999999997,0.64733099999999999,0.0,30.008333
6,10,3,1,0,0.72493700000000005,0.67926900000000001,0.78333299999999995,20.274999999999999
6,4,4,0,0,0.84586600000000001,0.66484100000000002,0.0,30.008333
6,10,4,1,0,0.70447499999999996,0.67744599999999999,1.1000000000000001,19.825001
6,4,5,0,0,0.89944199999999996,0.70155100000000004,0.0,30.008333
6,10,5,1,0,0.78008599999999995,0.68372299999999997,0.91666700000000001,21.391666000000001
6,5,1,0,0,0.67001100000000002,0.62644,0.0,30.008333
6,11,1,1,0,0.86525600000000003,0.71575999999999995,0.0,30.008333
6,5,2,0,0,0.80404100000000001,0.66950500000000002,0.0,30.008333
6,11,2,1,0,0.81320300000000001,0.731151,1.1166670000000001,26.575001
6,5,3,0,0,0.90004099999999998,0.68069100000000005,0.066667000000000004,8.7416669999999996
6,11,3,1,0,1.063447,0.78047500000000003,0.0,30.008333
6,5,4,0,0,0.57126699999999997,0.57260599999999995,0.56666700000000003,7.0583330000000002
6,11,4,1,0,1.0440210000000001,0.75342299999999995,0.0,30.008333
6,5,5,0,0,0.52192799999999995,0.55838100000000002,0.033333000000000002,20.108333999999999
6,11,5,1,0,0.795076,0.70298400000000005,2.1499999999999999,25.208334000000001
6,6,1,0,0,0.85316700000000001,0.66737199999999997,0.0,30.008333
6,12,1,1,0,1.1323570000000001,0.79742000000000002,0.0,30.008333
6,6,2,0,0,0.767231,0.66713900000000004,0.23333300000000001,5.2583330000000004
